date,Financial,Telecom,0050
2011-12-01,0.8,0.1,0.1
2011-12-02,0.8,0.1,0.1
2011-12-05,0.8,0.1,0.1
2011-12-06,0.8,0.1,0.1
2011-12-07,0.8,0.1,0.1
2011-12-08,0.8,0.1,0.1
2011-12-09,0.8,0.1,0.1
2011-12-12,0.8,0.1,0.1
2011-12-13,0.8,0.1,0.1
2011-12-14,0.8,0.1,0.1
2011-12-15,0.8,0.1,0.1
2011-12-16,0.8,0.1,0.1
2011-12-19,0.8,0.1,0.1
2011-12-20,0.8,0.1,0.1
2011-12-21,0.8,0.1,0.1
2011-12-22,0.8,0.1,0.1
2011-12-23,0.8,0.1,0.1
2011-12-26,0.8,0.1,0.1
2011-12-27,0.8,0.1,0.1
2011-12-28,0.8,0.1,0.1
2011-12-29,0.7824165183845271,0.11126425774110191,0.10631922387437119
2011-12-30,0.7701856385757205,0.1154761972528759,0.11433816417140374
2012-01-02,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-03,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-04,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-05,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-06,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-09,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-10,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-11,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-12,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-13,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-16,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-17,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-18,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-30,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-01-31,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-01,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-02,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-03,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-04,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-06,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-07,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-08,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-09,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-10,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-13,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-14,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-15,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-16,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-17,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-20,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-21,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-22,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-23,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-24,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-02-29,0.7600316256635317,0.12256281847605752,0.11740555586041103
2012-03-01,0.7600316256635317,0.12256281847605752,0.11740555586041103
