date,nav,cash,gross_equity,equity_weight,regime,e45_equity_scale,dividend_credit,stock_shares_added,cil_cash_credit,pre_financial,pre_telecom,pre_0050,pre_def,tgt_financial,tgt_telecom,tgt_0050,tgt_def
2012-12-04,15000000.0,15000000.0,0.0,0.0,Bull,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7601064934139373,0.09386168467541608,0.14603182191064668,0.0
2012-12-05,15025504.719953874,12159204.719953874,2866300.0,0.19076231071250158,Bull,1.0,0.0,0.0,0.0,0.15109642187160882,0.01104788179125537,0.0286180070496374,0.0,0.7724327378325808,0.07789626350656206,0.1496709986608572,0.0
2012-12-06,15020847.068295626,9383147.068295626,5637700.0,0.3753250382196784,Bull,1.0,0.0,0.0,0.0,0.3024529828007558,0.015778071564301714,0.05709398385462089,0.0,0.7884189425820267,0.06592219762992155,0.1456588597880518,0.0
2012-12-07,15025017.948386252,6628167.948386252,8396850.0,0.5588579014577387,Bull,1.0,0.0,0.0,0.0,0.45570328258645376,0.02064556601966101,0.08250905285162397,0.0,0.8022555794961894,0.05694164822244116,0.1408027722813694,0.0
2012-12-10,14926033.338995503,3869133.3389955033,11056900.0,0.7407795325709832,Bull,1.0,0.0,0.0,0.0,0.6068189581445453,0.026028348669502932,0.10793222575693494,0.0,0.7938118506069212,0.07656216653688068,0.12962598285619817,0.0
2012-12-11,14947311.651990253,1230461.6519902535,13716850.0,0.9176800697919203,Bull,1.0,0.0,0.0,0.0,0.7458297692291449,0.049814977926204915,0.12203532263657049,0.0,0.7938118506069212,0.07656216653688068,0.12962598285619817,0.0
2012-12-12,15109249.418733254,482649.4187332534,14626600.0,0.9680560294322206,Bull,1.0,0.0,0.0,0.0,0.7821963667729859,0.06053907607520901,0.12532058658402564,0.0,0.7938118506069212,0.07656216653688068,0.12962598285619817,0.0
2012-12-13,15162627.294715503,392427.2947155034,14770200.0,0.9741187798731772,Bull,1.0,0.0,0.0,0.0,0.7880230627421875,0.05983131962335963,0.12626439750763008,0.0,0.7982517855333519,0.06492162490266051,0.1368265895639876,0.0
2012-12-14,15149077.294715503,392427.2947155034,14756650.0,0.974095630573329,Bull,1.0,0.0,0.0,0.0,0.7893187002333899,0.05955478227804126,0.12522214806189788,0.0,0.7982517855333519,0.06492162490266051,0.1368265895639876,0.0
2012-12-17,15057377.294715503,392427.2947155034,14664950.0,0.9739378719789914,Bull,1.0,0.0,0.0,0.0,0.7897822952323578,0.05979793043480434,0.12435764631182933,0.0,0.8096505384845143,0.06381799871463503,0.12653146280085073,0.0
2012-12-18,15078708.920070503,194158.9200705034,14884550.0,0.9871236376337189,Bull,1.0,0.0,0.0,0.0,0.8029666242767016,0.05985923627709233,0.124297777079925,0.0,0.8096505384845143,0.06381799871463503,0.12653146280085073,0.0
2012-12-19,15131058.920070503,194158.9200705034,14936900.0,0.9871681868997971,Bull,1.0,0.0,0.0,0.0,0.803274910513888,0.05967857271391767,0.12421470367199142,0.0,0.8096505384845143,0.06381799871463503,0.12653146280085073,0.0
2012-12-20,14958758.920070503,194158.9200705034,14764600.0,0.9870203857747853,Bull,1.0,0.0,0.0,0.0,0.8032451130607143,0.05965067053810066,0.12412460217597042,0.0,0.8096505384845143,0.06381799871463503,0.12653146280085073,0.0
2012-12-21,14769058.920070503,194158.9200705034,14574900.0,0.986853670154525,Bull,1.0,0.0,0.0,0.0,0.8021838130728673,0.05954340115773619,0.1251264559239214,0.0,0.8077544329869313,0.055363499035976274,0.13688206797709246,0.0
2012-12-22,14798958.920070503,194158.9200705034,14604800.0,0.9868802311622622,Bull,1.0,0.0,0.0,0.0,0.802269272056567,0.05938255553964423,0.12522840356605106,0.0,0.8077544329869313,0.055363499035976274,0.13688206797709246,0.0
2012-12-24,14818258.920070503,194158.9200705034,14624100.0,0.9868973189685918,Bull,1.0,0.0,0.0,0.0,0.8029080922513259,0.05951441426128111,0.12447481245598482,0.0,0.8077544329869313,0.055363499035976274,0.13688206797709246,0.0
2012-12-25,14989958.920070503,194158.9200705034,14795800.0,0.9870474014568154,Bull,1.0,0.0,0.0,0.0,0.8023504309872673,0.05954652742942953,0.12515044304011852,0.0,0.8077544329869313,0.055363499035976274,0.13688206797709246,0.0
2012-12-26,14927308.920070503,194158.9200705034,14733150.0,0.9869930393274405,Bull,1.0,0.0,0.0,0.0,0.8015744876768777,0.059977321082718735,0.12544123056784412,0.0,0.8077544329869313,0.055363499035976274,0.13688206797709246,0.0
2012-12-27,14950758.920070503,194158.9200705034,14756600.0,0.9870134405143904,Bull,1.0,0.0,0.0,0.0,0.8023572625397822,0.059528750664638704,0.1251274273099695,0.0,0.8273136551947036,0.04902262427698221,0.1236637205283142,0.0
